GenBank_id;country
MZ847067.1;United Kingdom: Scotland, Orkney
MZ847068.1;United Kingdom: Scotland, Orkney
MZ847069.1;United Kingdom: Scotland, Orkney
MZ847070.1;United Kingdom: Scotland, Orkney
MZ847071.1;United Kingdom: Scotland, Orkney
MZ847072.1;United Kingdom: Scotland, Orkney
MZ847073.1;United Kingdom: Scotland, Orkney
MZ847074.1;United Kingdom: Scotland, Orkney
MZ847075.1;United Kingdom: Scotland, Orkney
MZ847076.1;United Kingdom: Scotland, Orkney
MZ847077.1;United Kingdom: Scotland, Orkney
MZ847078.1;United Kingdom: Scotland, Orkney
MZ847079.1;United Kingdom: Scotland, Orkney
MZ847080.1;United Kingdom: Scotland, Orkney
MZ847081.1;United Kingdom: Scotland, Orkney
MZ847082.1;United Kingdom: Scotland, Orkney
MZ847083.1;United Kingdom: Scotland, Orkney
MZ847084.1;United Kingdom: Scotland, Orkney
MZ847085.1;United Kingdom: Scotland, Orkney
MZ847086.1;United Kingdom: Scotland, Orkney
MZ847087.1;United Kingdom: Scotland, Orkney
MZ847088.1;United Kingdom: Scotland, Orkney
MZ847089.1;United Kingdom: Scotland, Orkney
MZ847090.1;United Kingdom: Scotland, Orkney
MZ847091.1;United Kingdom: Scotland, Orkney
MZ847092.1;United Kingdom: Scotland, Orkney
MZ847093.1;United Kingdom: Scotland, Orkney
MZ847094.1;United Kingdom: Scotland, Orkney
MZ847095.1;United Kingdom: Scotland, Orkney
MZ847096.1;United Kingdom: Scotland, Orkney
MZ847097.1;United Kingdom: Scotland, Orkney
MZ847098.1;United Kingdom: Scotland, Orkney
MZ847099.1;United Kingdom: Scotland, Orkney
MZ847100.1;United Kingdom: Scotland, Orkney
MZ847101.1;United Kingdom: Scotland, Orkney
MZ847102.1;United Kingdom: Scotland, Orkney
MZ847103.1;United Kingdom: Scotland, Orkney
MZ847104.1;United Kingdom: Scotland, Orkney
MZ847105.1;United Kingdom: Scotland, Orkney
MZ847106.1;United Kingdom: Scotland, Orkney
MZ847107.1;United Kingdom: Scotland, Orkney
MZ847108.1;United Kingdom: Scotland, Orkney
MZ847109.1;United Kingdom: Scotland, Orkney
MZ847110.1;United Kingdom: Scotland, Orkney
MZ847111.1;United Kingdom: Scotland, Orkney
MZ847112.1;United Kingdom: Scotland, Orkney
MZ847113.1;United Kingdom: Scotland, Orkney
MZ847114.1;United Kingdom: Scotland, Orkney
MZ847115.1;United Kingdom: Scotland, Orkney
MZ847116.1;United Kingdom: Scotland, Orkney
MZ847117.1;United Kingdom: Scotland, Orkney
MZ847118.1;United Kingdom: Scotland, Orkney
MZ847119.1;United Kingdom: Scotland, Orkney
MZ847120.1;United Kingdom: Scotland, Orkney
MZ847121.1;United Kingdom: Scotland, Orkney
MZ847122.1;United Kingdom: Scotland, Orkney
MZ847123.1;United Kingdom: Scotland, Orkney
MZ847124.1;United Kingdom: Scotland, Orkney
MZ847125.1;United Kingdom: Scotland, Orkney
MZ847126.1;United Kingdom: Scotland, Orkney
MZ847127.1;United Kingdom: Scotland, Orkney
MZ847128.1;United Kingdom: Scotland, Orkney
MZ847129.1;United Kingdom: Scotland, Orkney
MZ847130.1;United Kingdom: Scotland, Orkney
MZ847131.1;United Kingdom: Scotland, Orkney
MZ847132.1;United Kingdom: Scotland, Orkney
MZ847133.1;United Kingdom: Scotland, Orkney
MZ847134.1;United Kingdom: Scotland, Orkney
MZ847135.1;United Kingdom: Scotland, Orkney
MZ847136.1;United Kingdom: Scotland, Orkney
MZ847137.1;United Kingdom: Scotland, Orkney
MZ847138.1;United Kingdom: Scotland, Orkney
MZ847139.1;United Kingdom: Scotland, Orkney
MZ847140.1;United Kingdom: Scotland, Orkney
MZ847141.1;United Kingdom: Scotland, Orkney
MZ847142.1;United Kingdom: Scotland, Orkney
MZ847143.1;United Kingdom: Scotland, Orkney
MZ847144.1;United Kingdom: Scotland, Orkney
MZ847145.1;United Kingdom: Scotland, Orkney
MZ847146.1;United Kingdom: Scotland, Orkney
MZ847147.1;United Kingdom: Scotland, Orkney
MZ847148.1;United Kingdom: Scotland, Orkney
MZ847149.1;United Kingdom: Scotland, Orkney
MZ847150.1;United Kingdom: Scotland, Orkney
MZ847151.1;United Kingdom: Scotland, Orkney
MZ847152.1;United Kingdom: Scotland, Orkney
MZ847153.1;United Kingdom: Scotland, Orkney
MZ847154.1;United Kingdom: Scotland, Orkney
MZ847155.1;United Kingdom: Scotland, Orkney
MZ847156.1;United Kingdom: Scotland, Orkney
MZ847157.1;United Kingdom: Scotland, Orkney
MZ847158.1;United Kingdom: Scotland, Orkney
MZ847159.1;United Kingdom: Scotland, Orkney
MZ847160.1;United Kingdom: Scotland, Orkney
MZ847161.1;United Kingdom: Scotland, Orkney
MZ847162.1;United Kingdom: Scotland, Orkney
MZ847163.1;United Kingdom: Scotland, Orkney
MZ847164.1;United Kingdom: Scotland, Orkney
MZ847165.1;United Kingdom: Scotland, Orkney
MZ847166.1;United Kingdom: Scotland, Orkney
MZ847167.1;United Kingdom: Scotland, Orkney
MZ847168.1;United Kingdom: Scotland, Orkney
MZ847169.1;United Kingdom: Scotland, Orkney
MZ847170.1;United Kingdom: Scotland, Orkney
MZ847171.1;United Kingdom: Scotland, Orkney
MZ847172.1;United Kingdom: Scotland, Orkney
MZ847173.1;United Kingdom: Scotland, Orkney
MZ847174.1;United Kingdom: Scotland, Orkney
MZ847175.1;United Kingdom: Scotland, Orkney
MZ847176.1;United Kingdom: Scotland, Orkney
MZ847177.1;United Kingdom: Scotland, Orkney
MZ847178.1;United Kingdom: Scotland, Orkney
MZ847179.1;United Kingdom: Scotland, Orkney
MZ847180.1;United Kingdom: Scotland, Orkney
MZ847181.1;United Kingdom: Scotland, Orkney
MZ847182.1;United Kingdom: Scotland, Orkney
MZ847183.1;United Kingdom: Scotland, Orkney
MZ847184.1;United Kingdom: Scotland, Orkney
MZ847185.1;United Kingdom: Scotland, Orkney
MZ847186.1;United Kingdom: Scotland, Orkney
MZ847187.1;United Kingdom: Scotland, Orkney
MZ847188.1;United Kingdom: Scotland, Orkney
MZ847189.1;United Kingdom: Scotland, Orkney
MZ847190.1;United Kingdom: Scotland, Orkney
MZ847191.1;United Kingdom: Scotland, Orkney
MZ847192.1;United Kingdom: Scotland, Orkney
MZ847193.1;United Kingdom: Scotland, Orkney
MZ847194.1;United Kingdom: Scotland, Orkney
MZ847195.1;United Kingdom: Scotland, Orkney
MZ847196.1;United Kingdom: Scotland, Orkney
MZ847197.1;United Kingdom: Scotland, Orkney
MZ847198.1;United Kingdom: Scotland, Orkney
MZ847199.1;United Kingdom: Scotland, Orkney
MZ847200.1;United Kingdom: Scotland, Orkney
MZ847201.1;United Kingdom: Scotland, Orkney
MZ847202.1;United Kingdom: Scotland, Orkney
MZ847203.1;United Kingdom: Scotland, Orkney
MZ847204.1;United Kingdom: Scotland, Orkney
MZ847205.1;United Kingdom: Scotland, Orkney
MZ847206.1;United Kingdom: Scotland, Orkney
MZ847207.1;United Kingdom: Scotland, Orkney
MZ847208.1;United Kingdom: Scotland, Orkney
MZ847209.1;United Kingdom: Scotland, Orkney
MZ847210.1;United Kingdom: Scotland, Orkney
MZ847211.1;United Kingdom: Scotland, Orkney
MZ847212.1;United Kingdom: Scotland, Orkney
MZ847213.1;United Kingdom: Scotland, Orkney
MZ847214.1;United Kingdom: Scotland, Orkney
MZ847215.1;United Kingdom: Scotland, Orkney
MZ847216.1;United Kingdom: Scotland, Orkney
MZ847217.1;United Kingdom: Scotland, Orkney
MZ847218.1;United Kingdom: Scotland, Orkney
MZ847219.1;United Kingdom: Scotland, Orkney
MZ847220.1;United Kingdom: Scotland, Orkney
MZ847221.1;United Kingdom: Scotland, Orkney
MZ847222.1;United Kingdom: Scotland, Orkney
MZ847223.1;United Kingdom: Scotland, Orkney
MZ847224.1;United Kingdom: Scotland, Orkney
MZ847225.1;United Kingdom: Scotland, Orkney
MZ847226.1;United Kingdom: Scotland, Orkney
MZ847227.1;United Kingdom: Scotland, Orkney
MZ847228.1;United Kingdom: Scotland, Orkney
MZ847229.1;United Kingdom: Scotland, Orkney
MZ847230.1;United Kingdom: Scotland, Orkney
MZ847231.1;United Kingdom: Scotland, Orkney
MZ847232.1;United Kingdom: Scotland, Orkney
MZ847233.1;United Kingdom: Scotland, Orkney
MZ847234.1;United Kingdom: Scotland, Orkney
MZ847235.1;United Kingdom: Scotland, Orkney
MZ847236.1;United Kingdom: Scotland, Orkney
MZ847237.1;United Kingdom: Scotland, Orkney
MZ847238.1;United Kingdom: Scotland, Orkney
MZ847239.1;United Kingdom: Scotland, Orkney
MZ847240.1;United Kingdom: Scotland, Orkney
MZ847241.1;United Kingdom: Scotland, Orkney
MZ847242.1;United Kingdom: Scotland, Orkney
MZ847243.1;United Kingdom: Scotland, Orkney
MZ847244.1;United Kingdom: Scotland, Orkney
MZ847245.1;United Kingdom: Scotland, Orkney
MZ847246.1;United Kingdom: Scotland, Orkney
MZ847247.1;United Kingdom: Scotland, Orkney
MZ847248.1;United Kingdom: Scotland, Orkney
MZ847249.1;United Kingdom: Scotland, Orkney
MZ847250.1;United Kingdom: Scotland, Orkney
MZ847251.1;United Kingdom: Scotland, Orkney
MZ847252.1;United Kingdom: Scotland, Orkney
MZ847253.1;United Kingdom: Scotland, Orkney
MZ847254.1;United Kingdom: Scotland, Orkney
MZ847255.1;United Kingdom: Scotland, Orkney
MZ847256.1;United Kingdom: Scotland, Orkney
MZ847257.1;United Kingdom: Scotland, Orkney
MZ847258.1;United Kingdom: Scotland, Orkney
MZ847259.1;United Kingdom: Scotland, Orkney
MZ847260.1;United Kingdom: Scotland, Orkney
MZ847261.1;United Kingdom: Scotland, Orkney
MZ847262.1;United Kingdom: Scotland, Orkney
MZ847263.1;United Kingdom: Scotland, Orkney
MZ847264.1;United Kingdom: Scotland, Orkney
MZ847265.1;United Kingdom: Scotland, Orkney
MZ847266.1;United Kingdom: Scotland, Orkney
MZ847267.1;United Kingdom: Scotland, Orkney
MZ847268.1;United Kingdom: Scotland, Orkney
MZ847269.1;United Kingdom: Scotland, Orkney
MZ847270.1;United Kingdom: Scotland, Orkney
MZ847271.1;United Kingdom: Scotland, Orkney
MZ847272.1;United Kingdom: Scotland, Orkney
MZ847273.1;United Kingdom: Scotland, Orkney
MZ847274.1;United Kingdom: Scotland, Orkney
MZ847275.1;United Kingdom: Scotland, Orkney
MZ847276.1;United Kingdom: Scotland, Orkney
MZ847277.1;United Kingdom: Scotland, Orkney
MZ847278.1;United Kingdom: Scotland, Orkney
MZ847279.1;United Kingdom: Scotland, Orkney
MZ847280.1;United Kingdom: Scotland, Orkney
MZ847281.1;United Kingdom: Scotland, Orkney
MZ847282.1;United Kingdom: Scotland, Orkney
MZ847283.1;United Kingdom: Scotland, Orkney
MZ847284.1;United Kingdom: Scotland, Orkney
MZ847285.1;United Kingdom: Scotland, Orkney
MZ847286.1;United Kingdom: Scotland, Orkney
MZ847287.1;United Kingdom: Scotland, Orkney
MZ847288.1;United Kingdom: Scotland, Orkney
MZ847289.1;United Kingdom: Scotland, Orkney
MZ847290.1;United Kingdom: Scotland, Orkney
MZ847291.1;United Kingdom: Scotland, Orkney
MZ847292.1;United Kingdom: Scotland, Orkney
MZ847293.1;United Kingdom: Scotland, Orkney
MZ847294.1;United Kingdom: Scotland, Orkney
MZ847295.1;United Kingdom: Scotland, Orkney
MZ847296.1;United Kingdom: Scotland, Orkney
MZ847297.1;United Kingdom: Scotland, Orkney
MZ847298.1;United Kingdom: Scotland, Orkney
MZ847299.1;United Kingdom: Scotland, Orkney
MZ847300.1;United Kingdom: Scotland, Orkney
MZ847301.1;United Kingdom: Scotland, Orkney
MZ847302.1;United Kingdom: Scotland, Orkney
MZ847303.1;United Kingdom: Scotland, Orkney
MZ847304.1;United Kingdom: Scotland, Orkney
MZ847305.1;United Kingdom: Scotland, Orkney
MZ847306.1;United Kingdom: Scotland, Orkney
MZ847307.1;United Kingdom: Scotland, Orkney
MZ847308.1;United Kingdom: Scotland, Orkney
MZ847309.1;United Kingdom: Scotland, Orkney
MZ847310.1;United Kingdom: Scotland, Orkney
MZ847311.1;United Kingdom: Scotland, Orkney
MZ847312.1;United Kingdom: Scotland, Orkney
MZ847313.1;United Kingdom: Scotland, Orkney
MZ847314.1;United Kingdom: Scotland, Orkney
MZ847315.1;United Kingdom: Scotland, Orkney
MZ847316.1;United Kingdom: Scotland, Orkney
MZ847317.1;United Kingdom: Scotland, Orkney
MZ847318.1;United Kingdom: Scotland, Orkney
MZ847319.1;United Kingdom: Scotland, Orkney
MZ847320.1;United Kingdom: Scotland, Orkney
MZ847321.1;United Kingdom: Scotland, Orkney
MZ847322.1;United Kingdom: Scotland, Orkney
MZ847323.1;United Kingdom: Scotland, Orkney
MZ847324.1;United Kingdom: Scotland, Orkney
MZ847325.1;United Kingdom: Scotland, Orkney
MZ847326.1;United Kingdom: Scotland, Orkney
MZ847327.1;United Kingdom: Scotland, Orkney
MZ847328.1;United Kingdom: Scotland, Orkney
MZ847329.1;United Kingdom: Scotland, Orkney
MZ847330.1;United Kingdom: Scotland, Orkney
MZ847331.1;United Kingdom: Scotland, Orkney
MZ847332.1;United Kingdom: Scotland, Orkney
MZ847333.1;United Kingdom: Scotland, Orkney
MZ847334.1;United Kingdom: Scotland, Orkney
MZ847335.1;United Kingdom: Scotland, Orkney
MZ847336.1;United Kingdom: Scotland, Orkney
MZ847337.1;United Kingdom: Scotland, Orkney
MZ847338.1;United Kingdom: Scotland, Orkney
MZ847339.1;United Kingdom: Scotland, Orkney
MZ847340.1;United Kingdom: Scotland, Orkney
MZ847341.1;United Kingdom: Scotland, Orkney
MZ847342.1;United Kingdom: Scotland, Orkney
MZ847343.1;United Kingdom: Scotland, Orkney
MZ847344.1;United Kingdom: Scotland, Orkney
MZ847345.1;United Kingdom: Scotland, Orkney
MZ847346.1;United Kingdom: Scotland, Orkney
MZ847347.1;United Kingdom: Scotland, Orkney
MZ847348.1;United Kingdom: Scotland, Orkney
MZ847349.1;United Kingdom: Scotland, Orkney
MZ847350.1;United Kingdom: Scotland, Orkney
MZ847351.1;United Kingdom: Scotland, Orkney
MZ847352.1;United Kingdom: Scotland, Orkney
MZ847353.1;United Kingdom: Scotland, Orkney
MZ847354.1;United Kingdom: Scotland, Orkney
MZ847355.1;United Kingdom: Scotland, Orkney
MZ847356.1;United Kingdom: Scotland, Orkney
MZ847357.1;United Kingdom: Scotland, Orkney
MZ847358.1;United Kingdom: Scotland, Orkney
MZ847359.1;United Kingdom: Scotland, Orkney
MZ847360.1;United Kingdom: Scotland, Orkney
MZ847361.1;United Kingdom: Scotland, Orkney
MZ847362.1;United Kingdom: Scotland, Orkney
MZ847363.1;United Kingdom: Scotland, Orkney
MZ847364.1;United Kingdom: Scotland, Orkney
MZ847365.1;United Kingdom: Scotland, Orkney
MZ847366.1;United Kingdom: Scotland, Orkney
MZ847367.1;United Kingdom: Scotland, Orkney
MZ847368.1;United Kingdom: Scotland, Orkney
MZ847369.1;United Kingdom: Scotland, Orkney
MZ847370.1;United Kingdom: Scotland, Orkney
MZ847371.1;United Kingdom: Scotland, Orkney
MZ847372.1;United Kingdom: Scotland, Orkney
MZ847373.1;United Kingdom: Scotland, Orkney
MZ847374.1;United Kingdom: Scotland, Orkney
MZ847375.1;United Kingdom: Scotland, Orkney
MZ847376.1;United Kingdom: Scotland, Orkney
MZ847377.1;United Kingdom: Scotland, Orkney
MZ847378.1;United Kingdom: Scotland, Orkney
MZ847379.1;United Kingdom: Scotland, Orkney
MZ847380.1;United Kingdom: Scotland, Orkney
MZ847381.1;United Kingdom: Scotland, Orkney
MZ847382.1;United Kingdom: Scotland, Orkney
MZ847383.1;United Kingdom: Scotland, Orkney
MZ847384.1;United Kingdom: Scotland, Orkney
MZ847385.1;United Kingdom: Scotland, Orkney
MZ847386.1;United Kingdom: Scotland, Orkney
MZ847387.1;United Kingdom: Scotland, Orkney
MZ847388.1;United Kingdom: Scotland, Orkney
MZ847389.1;United Kingdom: Scotland, Orkney
MZ847390.1;United Kingdom: Scotland, Orkney
MZ847391.1;United Kingdom: Scotland, Orkney
MZ847392.1;United Kingdom: Scotland, Orkney
MZ847393.1;United Kingdom: Scotland, Orkney
MZ847394.1;United Kingdom: Scotland, Orkney
MZ847395.1;United Kingdom: Scotland, Orkney
MZ847396.1;United Kingdom: Scotland, Orkney
MZ847397.1;United Kingdom: Scotland, Orkney
MZ847398.1;United Kingdom: Scotland, Orkney
MZ847399.1;United Kingdom: Scotland, Orkney
MZ847400.1;United Kingdom: Scotland, Orkney
MZ847401.1;United Kingdom: Scotland, Orkney
MZ847402.1;United Kingdom: Scotland, Orkney
MZ847403.1;United Kingdom: Scotland, Orkney
MZ847404.1;United Kingdom: Scotland, Orkney
MZ847405.1;United Kingdom: Scotland, Orkney
MZ847406.1;United Kingdom: Scotland, Orkney
MZ847407.1;United Kingdom: Scotland, Orkney
MZ847408.1;United Kingdom: Scotland, Orkney
MZ847409.1;United Kingdom: Scotland, Orkney
MZ847410.1;United Kingdom: Scotland, Orkney
MZ847411.1;United Kingdom: Scotland, Orkney
MZ847412.1;United Kingdom: Scotland, Orkney
MZ847413.1;United Kingdom: Scotland, Orkney
MZ847414.1;United Kingdom: Scotland, Orkney
MZ847415.1;United Kingdom: Scotland, Orkney
MZ847416.1;United Kingdom: Scotland, Orkney
MZ847417.1;United Kingdom: Scotland, Orkney
MZ847418.1;United Kingdom: Scotland, Orkney
MZ847419.1;United Kingdom: Scotland, Orkney
MZ847420.1;United Kingdom: Scotland, Orkney
MZ847421.1;United Kingdom: Scotland, Orkney
MZ847422.1;United Kingdom: Scotland, Orkney
MZ847423.1;United Kingdom: Scotland, Orkney
MZ847424.1;United Kingdom: Scotland, Orkney
MZ847425.1;United Kingdom: Scotland, Orkney
MZ847426.1;United Kingdom: Scotland, Orkney
MZ847427.1;United Kingdom: Scotland, Orkney
MZ847428.1;United Kingdom: Scotland, Orkney
MZ847429.1;United Kingdom: Scotland, Orkney
MZ847430.1;United Kingdom: Scotland, Orkney
MZ847431.1;United Kingdom: Scotland, Orkney
MZ847432.1;United Kingdom: Scotland, Orkney
MZ847433.1;United Kingdom: Scotland, Orkney
MZ847434.1;United Kingdom: Scotland, Orkney
MZ847435.1;United Kingdom: Scotland, Orkney
MZ847436.1;United Kingdom: Scotland, Orkney
MZ847437.1;United Kingdom: Scotland, Orkney
MZ847438.1;United Kingdom: Scotland, Orkney
MZ847439.1;United Kingdom: Scotland, Orkney
MZ847440.1;United Kingdom: Scotland, Orkney
MZ847441.1;United Kingdom: Scotland, Orkney
MZ847442.1;United Kingdom: Scotland, Orkney
MZ847443.1;United Kingdom: Scotland, Orkney
MZ847444.1;United Kingdom: Scotland, Orkney
MZ847445.1;United Kingdom: Scotland, Orkney
MZ847446.1;United Kingdom: Scotland, Orkney
MZ847447.1;United Kingdom: Scotland, Orkney
MZ847448.1;United Kingdom: Scotland, Orkney
MZ847449.1;United Kingdom: Scotland, Orkney
MZ847450.1;United Kingdom: Scotland, Orkney
MZ847451.1;United Kingdom: Scotland, Orkney
MZ847452.1;United Kingdom: Scotland, Orkney
MZ847453.1;United Kingdom: Scotland, Orkney
MZ847454.1;United Kingdom: Scotland, Orkney
MZ847455.1;United Kingdom: Scotland, Orkney
MZ847456.1;United Kingdom: Scotland, Orkney
MZ847457.1;United Kingdom: Scotland, Orkney
MZ847458.1;United Kingdom: Scotland, Orkney
MZ847459.1;United Kingdom: Scotland, Orkney
MZ847460.1;United Kingdom: Scotland, Orkney
MZ847461.1;United Kingdom: Scotland, Orkney
MZ847462.1;United Kingdom: Scotland, Orkney
MZ847463.1;United Kingdom: Scotland, Orkney
MZ847464.1;United Kingdom: Scotland, Orkney
MZ847465.1;United Kingdom: Scotland, Orkney
MZ847466.1;United Kingdom: Scotland, Orkney
MZ847467.1;United Kingdom: Scotland, Orkney
MZ847468.1;United Kingdom: Scotland, Orkney
MZ847469.1;United Kingdom: Scotland, Orkney
MZ847470.1;United Kingdom: Scotland, Orkney
MZ847471.1;United Kingdom: Scotland, Orkney
MZ847472.1;United Kingdom: Scotland, Orkney
MZ847473.1;United Kingdom: Scotland, Orkney
MZ847474.1;United Kingdom: Scotland, Orkney
MZ847475.1;United Kingdom: Scotland, Orkney
MZ847476.1;United Kingdom: Scotland, Orkney
MZ847477.1;United Kingdom: Scotland, Orkney
MZ847478.1;United Kingdom: Scotland, Orkney
MZ847479.1;United Kingdom: Scotland, Orkney
MZ847480.1;United Kingdom: Scotland, Orkney
MZ847481.1;United Kingdom: Scotland, Orkney
MZ847482.1;United Kingdom: Scotland, Orkney
MZ847483.1;United Kingdom: Scotland, Orkney
MZ847484.1;United Kingdom: Scotland, Orkney
MZ847485.1;United Kingdom: Scotland, Orkney
MZ847486.1;United Kingdom: Scotland, Orkney
MZ847487.1;United Kingdom: Scotland, Orkney
MZ847488.1;United Kingdom: Scotland, Orkney
MZ847489.1;United Kingdom: Scotland, Orkney
MZ847490.1;United Kingdom: Scotland, Orkney
MZ847491.1;United Kingdom: Scotland, Orkney
MZ847492.1;United Kingdom: Scotland, Orkney
MZ847493.1;United Kingdom: Scotland, Orkney
MZ847494.1;United Kingdom: Scotland, Orkney
MZ847495.1;United Kingdom: Scotland, Orkney
MZ847496.1;United Kingdom: Scotland, Orkney
MZ847497.1;United Kingdom: Scotland, Orkney
MZ847498.1;United Kingdom: Scotland, Orkney
MZ847499.1;United Kingdom: Scotland, Orkney
MZ847500.1;United Kingdom: Scotland, Orkney
MZ847501.1;United Kingdom: Scotland, Orkney
MZ847502.1;United Kingdom: Scotland, Orkney
MZ847503.1;United Kingdom: Scotland, Orkney
MZ847504.1;United Kingdom: Scotland, Orkney
MZ847505.1;United Kingdom: Scotland, Orkney
MZ847506.1;United Kingdom: Scotland, Orkney
MZ847507.1;United Kingdom: Scotland, Orkney
MZ847508.1;United Kingdom: Scotland, Orkney
MZ847509.1;United Kingdom: Scotland, Orkney
MZ847510.1;United Kingdom: Scotland, Orkney
MZ847511.1;United Kingdom: Scotland, Orkney
MZ847512.1;United Kingdom: Scotland, Orkney
MZ847513.1;United Kingdom: Scotland, Orkney
MZ847514.1;United Kingdom: Scotland, Orkney
MZ847515.1;United Kingdom: Scotland, Orkney
MZ847516.1;United Kingdom: Scotland, Orkney
MZ847517.1;United Kingdom: Scotland, Orkney
MZ847518.1;United Kingdom: Scotland, Orkney
MZ847519.1;United Kingdom: Scotland, Orkney
MZ847520.1;United Kingdom: Scotland, Orkney
MZ847521.1;United Kingdom: Scotland, Orkney
MZ847522.1;United Kingdom: Scotland, Orkney
MZ847523.1;United Kingdom: Scotland, Orkney
MZ847524.1;United Kingdom: Scotland, Orkney
MZ847525.1;United Kingdom: Scotland, Orkney
MZ847526.1;United Kingdom: Scotland, Orkney
MZ847527.1;United Kingdom: Scotland, Orkney
MZ847528.1;United Kingdom: Scotland, Orkney
MZ847529.1;United Kingdom: Scotland, Orkney
MZ847530.1;United Kingdom: Scotland, Orkney
MZ847531.1;United Kingdom: Scotland, Orkney
MZ847532.1;United Kingdom: Scotland, Orkney
MZ847533.1;United Kingdom: Scotland, Orkney
MZ847534.1;United Kingdom: Scotland, Orkney
MZ847535.1;United Kingdom: Scotland, Orkney
MZ847536.1;United Kingdom: Scotland, Orkney
MZ847537.1;United Kingdom: Scotland, Orkney
MZ847538.1;United Kingdom: Scotland, Orkney
MZ847539.1;United Kingdom: Scotland, Orkney
MZ847540.1;United Kingdom: Scotland, Orkney
MZ847541.1;United Kingdom: Scotland, Orkney
MZ847542.1;United Kingdom: Scotland, Orkney
MZ847543.1;United Kingdom: Scotland, Orkney
MZ847544.1;United Kingdom: Scotland, Orkney
MZ847545.1;United Kingdom: Scotland, Orkney
MZ847546.1;United Kingdom: Scotland, Orkney
MZ847547.1;United Kingdom: Scotland, Orkney
MZ847548.1;United Kingdom: Scotland, Orkney
MZ847549.1;United Kingdom: Scotland, Orkney
MZ847550.1;United Kingdom: Scotland, Orkney
MZ847551.1;United Kingdom: Scotland, Orkney
MZ847552.1;United Kingdom: Scotland, Orkney
MZ847553.1;United Kingdom: Scotland, Orkney
MZ847554.1;United Kingdom: Scotland, Orkney
MZ847555.1;United Kingdom: Scotland, Orkney
MZ847556.1;United Kingdom: Scotland, Orkney
MZ847557.1;United Kingdom: Scotland, Orkney
MZ847558.1;United Kingdom: Scotland, Orkney
MZ847559.1;United Kingdom: Scotland, Orkney
MZ847560.1;United Kingdom: Scotland, Orkney
MZ847561.1;United Kingdom: Scotland, Orkney
MZ847562.1;United Kingdom: Scotland, Orkney
MZ847563.1;United Kingdom: Scotland, Orkney
MZ847564.1;United Kingdom: Scotland, Orkney
MZ847565.1;United Kingdom: Scotland, Orkney
MZ847566.1;United Kingdom: Scotland, Orkney
MZ847567.1;United Kingdom: Scotland, Orkney
MZ847568.1;United Kingdom: Scotland, Orkney
MZ847569.1;United Kingdom: Scotland, Orkney
MZ847570.1;United Kingdom: Scotland, Orkney
MZ847571.1;United Kingdom: Scotland, Orkney
MZ847572.1;United Kingdom: Scotland, Orkney
MZ847573.1;United Kingdom: Scotland, Orkney
MZ847574.1;United Kingdom: Scotland, Orkney
MZ847575.1;United Kingdom: Scotland, Orkney
MZ847576.1;United Kingdom: Scotland, Orkney
MZ847577.1;United Kingdom: Scotland, Orkney
MZ847578.1;United Kingdom: Scotland, Orkney
MZ847579.1;United Kingdom: Scotland, Orkney
MZ847580.1;United Kingdom: Scotland, Orkney
MZ847581.1;United Kingdom: Scotland, Orkney
MZ847582.1;United Kingdom: Scotland, Orkney
MZ847583.1;United Kingdom: Scotland, Orkney
MZ847584.1;United Kingdom: Scotland, Orkney
MZ847585.1;United Kingdom: Scotland, Orkney
MZ847586.1;United Kingdom: Scotland, Orkney
MZ847587.1;United Kingdom: Scotland, Orkney
MZ847588.1;United Kingdom: Scotland, Orkney
MZ847589.1;United Kingdom: Scotland, Orkney
MZ847590.1;United Kingdom: Scotland, Orkney
MZ847591.1;United Kingdom: Scotland, Orkney
MZ847592.1;United Kingdom: Scotland, Orkney
MZ847593.1;United Kingdom: Scotland, Orkney
MZ847594.1;United Kingdom: Scotland, Orkney
MZ847595.1;United Kingdom: Scotland, Orkney
MZ847596.1;United Kingdom: Scotland, Orkney
MZ847597.1;United Kingdom: Scotland, Orkney
MZ847598.1;United Kingdom: Scotland, Orkney
MZ847599.1;United Kingdom: Scotland, Orkney
MZ847600.1;United Kingdom: Scotland, Orkney
MZ847601.1;United Kingdom: Scotland, Orkney
MZ847602.1;United Kingdom: Scotland, Orkney
MZ847603.1;United Kingdom: Scotland, Orkney
MZ847604.1;United Kingdom: Scotland, Orkney
MZ847605.1;United Kingdom: Scotland, Orkney
MZ847606.1;United Kingdom: Scotland, Orkney
MZ847607.1;United Kingdom: Scotland, Orkney
MZ847608.1;United Kingdom: Scotland, Orkney
MZ847609.1;United Kingdom: Scotland, Orkney
MZ847610.1;United Kingdom: Scotland, Orkney
MZ847611.1;United Kingdom: Scotland, Orkney
MZ847612.1;United Kingdom: Scotland, Orkney
MZ847613.1;United Kingdom: Scotland, Orkney
MZ847614.1;United Kingdom: Scotland, Orkney
MZ847615.1;United Kingdom: Scotland, Orkney
MZ847616.1;United Kingdom: Scotland, Orkney
MZ847617.1;United Kingdom: Scotland, Orkney
MZ847618.1;United Kingdom: Scotland, Orkney
MZ847619.1;United Kingdom: Scotland, Orkney
MZ847620.1;United Kingdom: Scotland, Orkney
MZ847621.1;United Kingdom: Scotland, Orkney
MZ847622.1;United Kingdom: Scotland, Orkney
MZ847623.1;United Kingdom: Scotland, Orkney
MZ847624.1;United Kingdom: Scotland, Orkney
MZ847625.1;United Kingdom: Scotland, Orkney
