accession,pub_title,first_aut,pubmed_id,pub_date,geo_origin,asm_method,seq_tech
JX153488.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153489.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153490.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153491.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153492.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153493.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153494.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153495.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153496.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153497.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153498.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153499.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153500.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153501.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153502.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153503.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153504.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153505.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153506.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153507.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153508.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153509.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153510.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153511.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153512.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153513.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153514.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153515.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153516.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153517.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153518.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153519.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153520.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153521.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153522.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153523.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153524.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153525.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153526.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153527.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153528.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153529.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153530.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153531.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153532.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153533.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153534.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153535.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153536.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153537.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153538.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153539.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153540.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153541.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153542.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153543.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153544.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153545.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153546.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153547.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153548.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153549.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153550.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153551.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153552.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153553.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153554.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153555.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153556.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153557.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153558.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153559.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153560.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153561.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153562.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153563.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153564.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153565.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153566.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153567.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153568.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153569.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153570.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153571.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153572.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153573.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153574.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153575.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153576.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153577.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153578.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153579.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153580.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153581.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153582.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153583.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153584.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153585.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153586.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153587.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153588.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153589.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153590.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153591.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153592.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153593.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153594.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153595.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153596.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153597.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153598.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153599.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153600.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153601.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153602.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153603.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153604.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153605.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153606.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153607.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153608.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153609.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153610.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153611.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153612.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153613.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153614.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153615.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153616.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153617.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153618.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153619.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153620.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153621.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153622.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153623.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153624.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153625.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153626.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153627.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153628.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153629.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153630.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153631.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153632.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Finland,,
JX153633.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153634.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153635.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153636.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153637.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153638.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153639.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153640.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153641.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153642.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153643.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153644.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
