accession,pub_title,first_aut,pubmed_id,pub_date,geo_origin,asm_method,seq_tech
AP008373.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008374.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008375.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008376.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008377.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008378.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008379.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008380.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008381.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008382.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008383.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008384.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008385.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008386.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008387.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008388.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008389.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008390.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008391.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008392.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008393.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008394.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008395.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008396.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008397.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008398.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008399.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008400.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008401.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008402.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008403.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008404.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008405.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008406.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008407.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008408.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008409.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008410.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008411.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008412.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008413.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008414.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008415.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008416.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008417.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008418.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008419.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008420.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008421.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008422.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008423.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008424.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008425.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008426.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008427.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008428.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008429.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008430.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008431.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008432.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008433.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008434.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008435.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008436.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008437.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008438.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008439.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008440.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008441.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008442.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008443.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008444.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008445.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008446.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008447.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008448.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008449.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008450.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008451.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008452.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008453.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008454.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008455.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008456.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008457.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008458.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008459.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008460.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008461.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008462.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008463.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008464.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008465.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008466.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008467.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008468.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008469.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008470.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008471.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008472.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008473.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008474.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008475.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008476.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008477.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008478.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008479.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008480.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008481.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008482.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008483.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008484.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008485.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008486.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008487.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008488.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008489.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008490.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008491.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008492.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008493.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008494.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008495.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008496.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008497.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008498.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008499.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008500.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008501.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008502.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008503.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
AP008504.1,Mitochondrial genome variation in eastern Asia and the peopling of Japan.,Tanaka M,15466285.0,10-2004,Japan,,
