id,technology,country,population
NA11881,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA12749,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA12144,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA11993,ILLUMINA,NA,NA
NA18508,ILLUMINA,Africa,Yoruba in Ibadan, Nigeria
NA19099,ILLUMINA,Africa,Yoruba in Ibadan, Nigeria
NA19257,ILLUMINA,Africa,Yoruba in Ibadan, Nigeria
NA18523,ILLUMINA,Africa,Yoruba in Ibadan, Nigeria
NA11894,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA19190,ILLUMINA,Africa,Yoruba in Ibadan, Nigeria
NA11931,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA12006,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA18949,ILLUMINA,East Asia,Japanese in Tokyo, Japan
NA12156,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA06985,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA07037,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA12763,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA12878,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA19138,ILLUMINA,Africa,Yoruba in Ibadan, Nigeria
NA18907,ILLUMINA,Africa,Yoruba in Ibadan, Nigeria
NA19129,ILLUMINA,Africa,Yoruba in Ibadan, Nigeria
NA19114,ILLUMINA,Africa,Yoruba in Ibadan, Nigeria
NA18517,ILLUMINA,Africa,Yoruba in Ibadan, Nigeria
NA19147,ILLUMINA,Africa,Yoruba in Ibadan, Nigeria
NA18909,ILLUMINA,Africa,Yoruba in Ibadan, Nigeria
NA19093,ILLUMINA,Africa,Yoruba in Ibadan, Nigeria
NA18501,ILLUMINA,Africa,Yoruba in Ibadan, Nigeria
NA11995,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA12891,ILLUMINA,NA,NA
NA12489,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA18507,ILLUMINA,Africa,Yoruba in Ibadan, Nigeria
NA18940,ILLUMINA,East Asia,Japanese in Tokyo, Japan
NA20529,ILLUMINA,Europe,Toscani in Italy
NA20518,ILLUMINA,Europe,Toscani in Italy
NA20510,ILLUMINA,Europe,Toscani in Italy
NA20524,ILLUMINA,Europe,Toscani in Italy
NA20522,ILLUMINA,Europe,Toscani in Italy
NA20508,ILLUMINA,Europe,Toscani in Italy
NA20512,ILLUMINA,Europe,Toscani in Italy
NA20517,ILLUMINA,Europe,Toscani in Italy
NA20525,ILLUMINA,Europe,Toscani in Italy
NA20521,ILLUMINA,Europe,Toscani in Italy
NA20502,ILLUMINA,Europe,Toscani in Italy
NA20520,ILLUMINA,Europe,Toscani in Italy
NA20509,ILLUMINA,Europe,Toscani in Italy
NA20506,ILLUMINA,Europe,Toscani in Italy
NA20505,ILLUMINA,Europe,Toscani in Italy
NA20527,ILLUMINA,Europe,Toscani in Italy
NA20530,ILLUMINA,Europe,Toscani in Italy
NA20531,ILLUMINA,Europe,Toscani in Italy
NA20528,ILLUMINA,Europe,Toscani in Italy
NA20519,ILLUMINA,Europe,Toscani in Italy
NA20752,ILLUMINA,Europe,Toscani in Italy
NA20535,ILLUMINA,Europe,Toscani in Italy
NA20538,ILLUMINA,Europe,Toscani in Italy
NA20544,ILLUMINA,Europe,Toscani in Italy
NA20585,ILLUMINA,Europe,Toscani in Italy
NA20504,ILLUMINA,Europe,Toscani in Italy
NA20589,ILLUMINA,Europe,Toscani in Italy
NA20757,ILLUMINA,Europe,Toscani in Italy
NA11893,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA12775,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA12347,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA12348,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA20513,ILLUMINA,Europe,Toscani in Italy
NA12383,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA20807,ILLUMINA,Europe,Toscani in Italy
NA20768,ILLUMINA,Europe,Toscani in Italy
NA20811,ILLUMINA,Europe,Toscani in Italy
NA20812,ILLUMINA,Europe,Toscani in Italy
NA20813,ILLUMINA,Europe,Toscani in Italy
NA20818,ILLUMINA,Europe,Toscani in Italy
NA20586,ILLUMINA,Europe,Toscani in Italy
NA20806,ILLUMINA,Europe,Toscani in Italy
NA20761,ILLUMINA,Europe,Toscani in Italy
NA20809,ILLUMINA,Europe,Toscani in Italy
NA20515,ILLUMINA,Europe,Toscani in Italy
NA20516,ILLUMINA,Europe,Toscani in Italy
NA07056,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA12777,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA12546,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA12778,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA12413,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA11892,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA20534,ILLUMINA,Europe,Toscani in Italy
NA20542,ILLUMINA,Europe,Toscani in Italy
NA20541,ILLUMINA,Europe,Toscani in Italy
NA20540,ILLUMINA,Europe,Toscani in Italy
NA20539,ILLUMINA,Europe,Toscani in Italy
NA20756,ILLUMINA,Europe,Toscani in Italy
NA20753,ILLUMINA,Europe,Toscani in Italy
NA20588,ILLUMINA,Europe,Toscani in Italy
NA20582,ILLUMINA,Europe,Toscani in Italy
NA20543,ILLUMINA,Europe,Toscani in Italy
NA20755,ILLUMINA,Europe,Toscani in Italy
NA20754,ILLUMINA,Europe,Toscani in Italy
NA20765,ILLUMINA,Europe,Toscani in Italy
NA20790,ILLUMINA,Europe,Toscani in Italy
NA20786,ILLUMINA,Europe,Toscani in Italy
NA20805,ILLUMINA,Europe,Toscani in Italy
NA20803,ILLUMINA,Europe,Toscani in Italy
NA20773,ILLUMINA,Europe,Toscani in Italy
NA20774,ILLUMINA,Europe,Toscani in Italy
NA20769,ILLUMINA,Europe,Toscani in Italy
NA20771,ILLUMINA,Europe,Toscani in Italy
NA20772,ILLUMINA,Europe,Toscani in Italy
NA20800,ILLUMINA,Europe,Toscani in Italy
NA20802,ILLUMINA,Europe,Toscani in Italy
NA20795,ILLUMINA,Europe,Toscani in Italy
NA20808,ILLUMINA,Europe,Toscani in Italy
NA20810,ILLUMINA,Europe,Toscani in Italy
NA19222,ILLUMINA,Africa,Yoruba in Ibadan, Nigeria
NA19189,ILLUMINA,Africa,Yoruba in Ibadan, Nigeria
NA20828,ILLUMINA,Europe,Toscani in Italy
NA20533,ILLUMINA,Europe,Toscani in Italy
NA20796,ILLUMINA,Europe,Toscani in Italy
NA20792,ILLUMINA,Europe,Toscani in Italy
NA19088,ILLUMINA,East Asia,Japanese in Tokyo, Japan
NA19087,ILLUMINA,East Asia,Japanese in Tokyo, Japan
NA20804,ILLUMINA,Europe,Toscani in Italy
NA20801,ILLUMINA,Europe,Toscani in Italy
NA20537,ILLUMINA,NA,NA
NA20775,ILLUMINA,Europe,Toscani in Italy
NA20787,ILLUMINA,Europe,Toscani in Italy
NA20785,ILLUMINA,Europe,Toscani in Italy
NA20778,ILLUMINA,Europe,Toscani in Italy
NA20783,ILLUMINA,Europe,Toscani in Italy
NA20770,ILLUMINA,Europe,Toscani in Italy
NA20581,ILLUMINA,Europe,Toscani in Italy
NA20799,ILLUMINA,Europe,Toscani in Italy
NA20797,ILLUMINA,Europe,Toscani in Italy
NA20758,ILLUMINA,Europe,Toscani in Italy
NA20759,ILLUMINA,Europe,Toscani in Italy
NA20760,ILLUMINA,Europe,Toscani in Italy
NA20819,ILLUMINA,Europe,Toscani in Italy
NA20816,ILLUMINA,NA,NA
NA20815,ILLUMINA,Europe,Toscani in Italy
NA20826,ILLUMINA,Europe,Toscani in Italy
NA19107,ILLUMINA,Africa,Yoruba in Ibadan, Nigeria
NA19256,ILLUMINA,Africa,Yoruba in Ibadan, Nigeria
NA11933,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA12046,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA12282,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA12283,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA12286,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA12748,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA12843,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA12889,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA12890,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA20507,ILLUMINA,Europe,Toscani in Italy
NA20503,ILLUMINA,Europe,Toscani in Italy
NA20514,ILLUMINA,Europe,Toscani in Italy
NA12827,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA12829,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA12830,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA12842,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA11930,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA11932,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA18632,ILLUMINA,East Asia,Han Chinese in Beijing, China
NA18624,ILLUMINA,East Asia,Han Chinese in Beijing, China
NA18633,ILLUMINA,East Asia,Han Chinese in Beijing, China
NA18611,ILLUMINA,East Asia,Han Chinese in Beijing, China
NA18612,ILLUMINA,East Asia,Han Chinese in Beijing, China
NA18620,ILLUMINA,East Asia,Han Chinese in Beijing, China
NA18621,ILLUMINA,East Asia,Han Chinese in Beijing, China
NA18622,ILLUMINA,East Asia,Han Chinese in Beijing, China
NA18636,ILLUMINA,East Asia,Han Chinese in Beijing, China
NA18623,ILLUMINA,East Asia,Han Chinese in Beijing, China
NA19443,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19462,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19429,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19438,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19437,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19313,ILLUMINA,NA,NA
NA19440,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19439,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19436,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19467,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19311,ILLUMINA,NA,NA
NA19451,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19463,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19457,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19445,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19435,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19466,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19452,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19469,ILLUMINA,NA,NA
NA19446,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19448,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19449,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19455,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19083,ILLUMINA,East Asia,Japanese in Tokyo, Japan
NA18977,ILLUMINA,East Asia,Japanese in Tokyo, Japan
NA18987,ILLUMINA,East Asia,Japanese in Tokyo, Japan
NA19010,ILLUMINA,East Asia,Japanese in Tokyo, Japan
NA19002,ILLUMINA,East Asia,Japanese in Tokyo, Japan
NA19084,ILLUMINA,East Asia,Japanese in Tokyo, Japan
NA19079,ILLUMINA,East Asia,Japanese in Tokyo, Japan
NA18991,ILLUMINA,East Asia,Japanese in Tokyo, Japan
NA19077,ILLUMINA,East Asia,Japanese in Tokyo, Japan
NA19078,ILLUMINA,East Asia,Japanese in Tokyo, Japan
NA18963,ILLUMINA,East Asia,Japanese in Tokyo, Japan
NA19076,ILLUMINA,East Asia,Japanese in Tokyo, Japan
NA19075,ILLUMINA,East Asia,Japanese in Tokyo, Japan
NA19074,ILLUMINA,East Asia,Japanese in Tokyo, Japan
NA19009,ILLUMINA,East Asia,Japanese in Tokyo, Japan
NA19085,ILLUMINA,East Asia,Japanese in Tokyo, Japan
NA18990,ILLUMINA,East Asia,Japanese in Tokyo, Japan
NA19072,ILLUMINA,East Asia,Japanese in Tokyo, Japan
NA18615,ILLUMINA,East Asia,Han Chinese in Beijing, China
NA18616,ILLUMINA,East Asia,Han Chinese in Beijing, China
NA18619,ILLUMINA,East Asia,Han Chinese in Beijing, China
NA18631,ILLUMINA,East Asia,Han Chinese in Beijing, China
NA18617,ILLUMINA,East Asia,Han Chinese in Beijing, China
NA18627,ILLUMINA,East Asia,Han Chinese in Beijing, China
NA18626,ILLUMINA,East Asia,Han Chinese in Beijing, China
NA18628,ILLUMINA,East Asia,Han Chinese in Beijing, China
NA18618,ILLUMINA,East Asia,Han Chinese in Beijing, China
NA18630,ILLUMINA,East Asia,Han Chinese in Beijing, China
NA18614,ILLUMINA,East Asia,Han Chinese in Beijing, China
NA12275,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA19355,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19359,ILLUMINA,NA,NA
NA19360,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19371,ILLUMINA,NA,NA
NA19372,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19375,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19376,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19377,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19379,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19381,ILLUMINA,NA,NA
NA19382,ILLUMINA,NA,NA
NA19383,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19384,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19385,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19390,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19391,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19393,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19394,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19395,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19397,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19398,ILLUMINA,NA,NA
NA19399,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19401,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19404,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19428,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA20532,ILLUMINA,Europe,Toscani in Italy
NA20814,ILLUMINA,Europe,Toscani in Italy
NA20536,ILLUMINA,Europe,Toscani in Italy
HG00565,ILLUMINA,East Asia,Southern Han Chinese, China
HG00560,ILLUMINA,East Asia,Southern Han Chinese, China
HG00577,ILLUMINA,NA,NA
HG00578,ILLUMINA,NA,NA
HG00592,ILLUMINA,East Asia,Southern Han Chinese, China
HG00593,ILLUMINA,East Asia,Southern Han Chinese, China
HG00596,ILLUMINA,East Asia,Southern Han Chinese, China
HG00404,ILLUMINA,East Asia,Southern Han Chinese, China
HG00610,ILLUMINA,East Asia,Southern Han Chinese, China
HG00611,ILLUMINA,East Asia,Southern Han Chinese, China
HG00625,ILLUMINA,East Asia,Southern Han Chinese, China
HG00635,ILLUMINA,NA,NA
HG00634,ILLUMINA,East Asia,Southern Han Chinese, China
HG00446,ABI_SOLID,East Asia,Southern Han Chinese, China
HG00406,ABI_SOLID,East Asia,Southern Han Chinese, China
HG00407,ABI_SOLID,East Asia,Southern Han Chinese, China
HG00445,ABI_SOLID,East Asia,Southern Han Chinese, China
HG00452,ABI_SOLID,East Asia,Southern Han Chinese, China
HG00457,ABI_SOLID,East Asia,Southern Han Chinese, China
NA20526,ILLUMINA,NA,NA
NA19444,ILLUMINA,NA,NA
NA19434,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19456,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA18941,ILLUMINA,East Asia,Japanese in Tokyo, Japan
NA19082,ILLUMINA,East Asia,Japanese in Tokyo, Japan
HG00171,ILLUMINA,Europe,Finnish in Finland
HG00174,ILLUMINA,Europe,Finnish in Finland
HG00190,ILLUMINA,Europe,Finnish in Finland
HG00188,ILLUMINA,Europe,Finnish in Finland
HG00189,ILLUMINA,Europe,Finnish in Finland
HG00176,ILLUMINA,Europe,Finnish in Finland
HG00270,ILLUMINA,NA,NA
HG00178,ILLUMINA,Europe,Finnish in Finland
HG00181,ILLUMINA,Europe,Finnish in Finland
HG00266,ILLUMINA,Europe,Finnish in Finland
HG00267,ILLUMINA,Europe,Finnish in Finland
HG00173,ILLUMINA,Europe,Finnish in Finland
HG00177,ILLUMINA,Europe,Finnish in Finland
HG00180,ILLUMINA,Europe,Finnish in Finland
HG00183,ILLUMINA,Europe,Finnish in Finland
HG00179,ILLUMINA,Europe,Finnish in Finland
HG00377,ILLUMINA,NA,NA
HG00380,ILLUMINA,Europe,Finnish in Finland
HG00306,ILLUMINA,Europe,Finnish in Finland
HG00311,ILLUMINA,Europe,Finnish in Finland
HG00312,ILLUMINA,NA,NA
HG00357,ILLUMINA,Europe,Finnish in Finland
HG00361,ILLUMINA,Europe,Finnish in Finland
HG00559,ILLUMINA,East Asia,Southern Han Chinese, China
HG00566,ILLUMINA,East Asia,Southern Han Chinese, China
HG00403,ILLUMINA,East Asia,Southern Han Chinese, China
HG00626,ILLUMINA,East Asia,Southern Han Chinese, China
HG00628,ILLUMINA,East Asia,Southern Han Chinese, China
HG00629,ILLUMINA,East Asia,Southern Han Chinese, China
HG00151,ILLUMINA,Europe,British in England and Scotland
HG00153,ILLUMINA,NA,NA
HG00156,ILLUMINA,NA,NA
HG00098,ILLUMINA,NA,NA
HG00152,ILLUMINA,NA,NA
HG00106,ILLUMINA,Europe,British in England and Scotland
HG00242,ILLUMINA,Europe,British in England and Scotland
HG00114,ILLUMINA,Europe,British in England and Scotland
HG00150,ILLUMINA,Europe,British in England and Scotland
HG00100,ILLUMINA,Europe,British in England and Scotland
HG00142,ILLUMINA,Europe,British in England and Scotland
HG00239,ILLUMINA,Europe,British in England and Scotland
HG00149,ILLUMINA,Europe,British in England and Scotland
HG00141,ILLUMINA,Europe,British in England and Scotland
HG00147,ILLUMINA,NA,NA
HG00112,ILLUMINA,Europe,British in England and Scotland
HG00126,ILLUMINA,Europe,British in England and Scotland
HG00231,ILLUMINA,Europe,British in England and Scotland
HG00244,ILLUMINA,Europe,British in England and Scotland
HG00265,ILLUMINA,Europe,British in England and Scotland
HG00143,ILLUMINA,Europe,British in England and Scotland
HG00144,ILLUMINA,NA,NA
HG00148,ILLUMINA,Europe,British in England and Scotland
HG00118,ILLUMINA,Europe,British in England and Scotland
HG00243,ILLUMINA,Europe,British in England and Scotland
HG00122,ILLUMINA,Europe,British in England and Scotland
HG00247,ILLUMINA,NA,NA
NA18634,ILLUMINA,East Asia,Han Chinese in Beijing, China
NA18625,ILLUMINA,East Asia,Han Chinese in Beijing, China
HG00553,ILLUMINA,America,Puerto Rican in Puerto Rico
HG00637,ILLUMINA,America,Puerto Rican in Puerto Rico
HG00638,ILLUMINA,America,Puerto Rican in Puerto Rico
HG00554,ILLUMINA,America,Puerto Rican in Puerto Rico
HG00640,ILLUMINA,America,Puerto Rican in Puerto Rico
NA12273,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA12272,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
NA12718,ILLUMINA,Europe,Utah residents with Northern and Western European ancestry
HG00367,ILLUMINA,Europe,Finnish in Finland
HG00182,ILLUMINA,Europe,Finnish in Finland
HG00185,ILLUMINA,Europe,Finnish in Finland
HG00186,ILLUMINA,Europe,Finnish in Finland
HG00187,ILLUMINA,Europe,Finnish in Finland
HG00272,ILLUMINA,Europe,Finnish in Finland
HG00369,ILLUMINA,Europe,Finnish in Finland
HG00373,ILLUMINA,Europe,Finnish in Finland
HG00269,ILLUMINA,Europe,Finnish in Finland
HG00368,ILLUMINA,Europe,Finnish in Finland
NA20798,ILLUMINA,Europe,Toscani in Italy
NA19461,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19312,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19453,ILLUMINA,NA,NA
HG00366,ILLUMINA,Europe,Finnish in Finland
HG00308,ILLUMINA,Europe,Finnish in Finland
HG00372,ILLUMINA,Europe,Finnish in Finland
NA20357,ABI_SOLID,Africa,African Ancestry in Southwest US
NA20359,ABI_SOLID,Africa,African Ancestry in Southwest US
NA18528,ABI_SOLID,East Asia,Han Chinese in Beijing, China
NA18531,ABI_SOLID,East Asia,Han Chinese in Beijing, China
NA19352,ABI_SOLID,NA,NA
NA19351,ABI_SOLID,Africa,Luhya in Webuye, Kenya
NA19175,ABI_SOLID,Africa,Yoruba in Ibadan, Nigeria
NA19753,ABI_SOLID,NA,NA
NA19764,ABI_SOLID,America,Mexican Ancestry in Los Angeles, California
NA19374,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19380,ILLUMINA,Africa,Luhya in Webuye, Kenya
NA19373,ILLUMINA,NA,NA
NA19396,ILLUMINA,NA,NA
NA19403,ILLUMINA,Africa,Luhya in Webuye, Kenya
HG00418,ILLUMINA,NA,NA
HG00419,ILLUMINA,East Asia,Southern Han Chinese, China
HG00421,ILLUMINA,East Asia,Southern Han Chinese, China
HG00422,ILLUMINA,East Asia,Southern Han Chinese, China
HG00427,ILLUMINA,NA,NA
HG00428,ILLUMINA,East Asia,Southern Han Chinese, China
HG00436,ILLUMINA,East Asia,Southern Han Chinese, China
HG00437,ILLUMINA,East Asia,Southern Han Chinese, China
HG00442,ILLUMINA,East Asia,Southern Han Chinese, China
HG00443,ILLUMINA,East Asia,Southern Han Chinese, China
HG00448,ILLUMINA,East Asia,Southern Han Chinese, China
HG00449,ILLUMINA,East Asia,Southern Han Chinese, China
HG00472,ILLUMINA,East Asia,Southern Han Chinese, China
HG00473,ILLUMINA,East Asia,Southern Han Chinese, China
HG00475,ILLUMINA,East Asia,Southern Han Chinese, China
HG00476,ILLUMINA,East Asia,Southern Han Chinese, China
HG00478,ILLUMINA,East Asia,Southern Han Chinese, China
HG00479,ILLUMINA,East Asia,Southern Han Chinese, China
HG00512,ILLUMINA,NA,NA
HG00513,ILLUMINA,East Asia,Southern Han Chinese, China
HG00524,ILLUMINA,East Asia,Southern Han Chinese, China
HG00525,ILLUMINA,East Asia,Southern Han Chinese, China
HG00530,ILLUMINA,East Asia,Southern Han Chinese, China
