accession,seq_tech,geo_origin,source,asm_method,pub_title,first_aut,pubmed_id,pub_date
MF058587.1,Illumina,,NCBI,Burrows-Wheeler Aligner v. 2010,Genomic landscape of human diversity across Madagascar.,Pierron D,28716916.0,08-2017
MF058588.1,Illumina,,NCBI,Burrows-Wheeler Aligner v. 2010,Genomic landscape of human diversity across Madagascar.,Pierron D,28716916.0,08-2017
MF058589.1,Illumina,,NCBI,Burrows-Wheeler Aligner v. 2010,Genomic landscape of human diversity across Madagascar.,Pierron D,28716916.0,08-2017
MF058590.1,Illumina,,NCBI,Burrows-Wheeler Aligner v. 2010,Genomic landscape of human diversity across Madagascar.,Pierron D,28716916.0,08-2017
MF058591.1,Illumina,,NCBI,Burrows-Wheeler Aligner v. 2010,Genomic landscape of human diversity across Madagascar.,Pierron D,28716916.0,08-2017
MF058592.1,Illumina,,NCBI,Burrows-Wheeler Aligner v. 2010,Genomic landscape of human diversity across Madagascar.,Pierron D,28716916.0,08-2017
MF058593.1,Illumina,,NCBI,Burrows-Wheeler Aligner v. 2010,Genomic landscape of human diversity across Madagascar.,Pierron D,28716916.0,08-2017
MF058594.1,Illumina,,NCBI,Burrows-Wheeler Aligner v. 2010,Genomic landscape of human diversity across Madagascar.,Pierron D,28716916.0,08-2017
MF058595.1,Illumina,,NCBI,Burrows-Wheeler Aligner v. 2010,Genomic landscape of human diversity across Madagascar.,Pierron D,28716916.0,08-2017
MF058596.1,Illumina,,NCBI,Burrows-Wheeler Aligner v. 2010,Genomic landscape of human diversity across Madagascar.,Pierron D,28716916.0,08-2017
MF058597.1,Illumina,,NCBI,Burrows-Wheeler Aligner v. 2010,Genomic landscape of human diversity across Madagascar.,Pierron D,28716916.0,08-2017
MF066981.1,,Sweden: Sundsvall,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF068709.1,,Germany: Mehring,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF070508.1,,Sweden: Vastmanland,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF070509.1,,Finland: Kurikka,NCBI,,Direct Submission,"Greenspan, B.",,04-2017
MF070510.1,,Finland: Ylivieska,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF070512.1,,Sweden,NCBI,,Direct Submission,"Greenspan, B.",,04-2017
MF070513.1,,Bulgaria: Tryavna: Stoevci,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF077563.1,,"Norway, Oslo",NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF085405.1,,Sweden,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF097960.1,,Bulgaria: Stara Zagora: Stoyan-Zaimovo,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF097961.1,,Bulgaria: Veliko Tarnovo: Djuljuniza,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF097962.1,,Russia,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF097963.1,,"Sweden, Vaesterbotten, Umea",NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF103670.1,,"Norway: Ostfold county, Rygge",NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF103671.1,,Norway: Bergen,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF103673.1,,Sweden:Ulricehamn,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF103674.1,,Sweden: Ramdala,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF103675.1,,"Pernaja, Finland",NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF103676.1,,Finland: Kimito,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF103677.1,,Domsjo,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF110609.1,,Sweden: Kopparbergs lan,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF112251.1,,Sweden,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF112252.1,,,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF114212.1,Illumina,"Poland: Kierzkowo,Znin, Kujavia-Pommern",NCBI,BWA v. 0.6.29,The Kurgan migrations revisited: Genome diversity in the Globular Amphorae culture,"Tassi, F.",,
MF114213.1,Illumina,"Poland: Kierzkowo,Znin, Kujavia-Pommern",NCBI,BWA v. 0.6.29,The Kurgan migrations revisited: Genome diversity in the Globular Amphorae culture,"Tassi, F.",,
MF114214.1,Illumina,"Poland: Kierzkowo,Znin, Kujavia-Pommern",NCBI,BWA v. 0.6.29,The Kurgan migrations revisited: Genome diversity in the Globular Amphorae culture,"Tassi, F.",,
MF114220.1,Illumina,"Poland: Kierzkowo,Znin, Kujavia-Pommern",NCBI,BWA v. 0.6.29,The Kurgan migrations revisited: Genome diversity in the Globular Amphorae culture,"Tassi, F.",,
MF114221.1,Illumina,"Poland: Kierzkowo,Znin, Kujavia-Pommern",NCBI,BWA v. 0.6.29,The Kurgan migrations revisited: Genome diversity in the Globular Amphorae culture,"Tassi, F.",,
MF114222.1,Illumina,"Poland: Kierzkowo,Znin, Kujavia-Pommern",NCBI,BWA v. 0.6.29,The Kurgan migrations revisited: Genome diversity in the Globular Amphorae culture,"Tassi, F.",,
MF114223.1,Illumina,"Poland: Kierzkowo,Znin, Kujavia-Pommern",NCBI,BWA v. 0.6.29,The Kurgan migrations revisited: Genome diversity in the Globular Amphorae culture,"Tassi, F.",,
MF116161.1,,Sweden,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF116162.1,,Sweden:Skaraborg,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF116163.1,,Sweden:Skaraborg,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF116363.1,,"Haugesund, Norway",NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF116364.1,,Germany: Stralsund,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF116365.1,,"Sweden, Norrbotten",NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF116366.1,,"St. Petersburg, Russia",NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF116367.1,,Norway: MRO,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF116368.1,,Sweden: Vastergotland,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF116369.1,,Stockholm:Sweden,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF125005.1,,Sweden Alvesta,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF152677.1,,Sweden: Vastergotland,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF152678.1,,Sweden: Sveg,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF152679.1,,Ireland: Waterford,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF152680.1,,Sweden,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF152681.1,,Sweden,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF152733.1,Illumina,Colombia: Guainia,NCBI,freeIBIS v. 1.0,"High-resolution mitochondrial DNA analysis sheds light on human diversity, cultural interactions, and population mobility in Northwestern Amazonia.",Arias L,29076529.0,02-2018
MF152734.1,Illumina,Colombia: Guainia,NCBI,freeIBIS v. 1.0,"High-resolution mitochondrial DNA analysis sheds light on human diversity, cultural interactions, and population mobility in Northwestern Amazonia.",Arias L,29076529.0,02-2018
MF152735.1,Illumina,Colombia: Guaviare,NCBI,freeIBIS v. 1.0,"High-resolution mitochondrial DNA analysis sheds light on human diversity, cultural interactions, and population mobility in Northwestern Amazonia.",Arias L,29076529.0,02-2018
MF152736.1,Illumina,Colombia: Guaviare,NCBI,freeIBIS v. 1.0,"High-resolution mitochondrial DNA analysis sheds light on human diversity, cultural interactions, and population mobility in Northwestern Amazonia.",Arias L,29076529.0,02-2018
MF152737.1,Illumina,Colombia: Guaviare,NCBI,freeIBIS v. 1.0,"High-resolution mitochondrial DNA analysis sheds light on human diversity, cultural interactions, and population mobility in Northwestern Amazonia.",Arias L,29076529.0,02-2018
MF152738.1,Illumina,Colombia: Guaviare,NCBI,freeIBIS v. 1.0,"High-resolution mitochondrial DNA analysis sheds light on human diversity, cultural interactions, and population mobility in Northwestern Amazonia.",Arias L,29076529.0,02-2018
MF152739.1,Illumina,Colombia: Guaviare,NCBI,freeIBIS v. 1.0,"High-resolution mitochondrial DNA analysis sheds light on human diversity, cultural interactions, and population mobility in Northwestern Amazonia.",Arias L,29076529.0,02-2018
MF156576.1,,Ukraine: Vinnyts'ka oblast: Pohrebyshchens'kyi: Cheremoshne,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF158628.1,,China,NCBI,,Direct Submission,"You, C.",,05-2017
MF158629.1,,China,NCBI,,Direct Submission,"You, C.",,05-2017
MF158630.1,,China,NCBI,,Direct Submission,"You, C.",,05-2017
MF166725.1,,Bulgaria: Stara Zagora: Chivatchevo,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF166753.1,,Bulgaria: Yambol: Lesnovo,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF166856.1,,Bulgaria: Smolian: Smilian,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF170026.1,,,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF172950.1,,"Sweden, Lovestad",NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF172951.1,,"Sweden, Skane",NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF176074.1,,Sweden: Brunnby,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF177134.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177135.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177136.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177137.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177138.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177139.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177140.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177141.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177142.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177143.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177144.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177145.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177146.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177147.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177148.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177149.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177150.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177151.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177152.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177153.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177154.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177155.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177156.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177157.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177158.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177159.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177160.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177161.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177162.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177163.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177164.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177165.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177166.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177167.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177168.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177169.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177170.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177171.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177172.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177173.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177174.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177175.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177176.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177177.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177178.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177179.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177180.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177181.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177182.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF177183.1,454; Sanger dideoxy sequencing,Poland,NCBI,SeqScape v. v2.5; GS Reference Mapper v. 2.5.3,Mitogenomic differences between the normal and tumor cells of colorectal cancer patients.,Skonieczna K,29330893.0,05-2018
MF278018.1,,Bulgaria: Pazardzhik: Gelemenovo,NCBI,,Direct Submission,"Greenspan, B.",,06-2017
MF278019.1,,Sweden,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF278020.1,,Bulgaria: Burgas: Pomorie: Poroy,NCBI,,Direct Submission,"Greenspan, B.",,06-2017
MF278021.1,,Sweden: Kalmar,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF278022.1,,England: London,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF278748.1,,Russia: Saint-Peterburg: Tihvin,NCBI,,Direct Submission,"Greenspan, B.",,06-2017
MF278749.1,,Germany,NCBI,,Direct Submission,"Greenspan, B.",,06-2017
MF279144.1,,"Natra(Y), Sweden",NCBI,,Direct Submission,"Greenspan, B.",,06-2017
MF281543.1,,Finland,NCBI,,Direct Submission,"Greenspan, B.",,06-2017
MF288594.1,,Sweden: Sodermanland,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF317865.1,,United Kingdom: Great Britain,NCBI,,Deep sequencing reveals the mitochondrial DNA variation landscapes of breast-to-brain metastasis blood samples.,McGeehan RE,28712340.0,07-2018
MF317866.1,,United Kingdom: Great Britain,NCBI,,Deep sequencing reveals the mitochondrial DNA variation landscapes of breast-to-brain metastasis blood samples.,McGeehan RE,28712340.0,07-2018
MF317867.1,,United Kingdom: Great Britain,NCBI,,Deep sequencing reveals the mitochondrial DNA variation landscapes of breast-to-brain metastasis blood samples.,McGeehan RE,28712340.0,07-2018
MF317868.1,,United Kingdom: Great Britain,NCBI,,Deep sequencing reveals the mitochondrial DNA variation landscapes of breast-to-brain metastasis blood samples.,McGeehan RE,28712340.0,07-2018
MF317869.1,,United Kingdom: Great Britain,NCBI,,Deep sequencing reveals the mitochondrial DNA variation landscapes of breast-to-brain metastasis blood samples.,McGeehan RE,28712340.0,07-2018
MF317870.1,,United Kingdom: Great Britain,NCBI,,Deep sequencing reveals the mitochondrial DNA variation landscapes of breast-to-brain metastasis blood samples.,McGeehan RE,28712340.0,07-2018
MF317871.1,,United Kingdom: Great Britain,NCBI,,Deep sequencing reveals the mitochondrial DNA variation landscapes of breast-to-brain metastasis blood samples.,McGeehan RE,28712340.0,07-2018
MF317872.1,,United Kingdom: Great Britain,NCBI,,Deep sequencing reveals the mitochondrial DNA variation landscapes of breast-to-brain metastasis blood samples.,McGeehan RE,28712340.0,07-2018
MF317873.1,,United Kingdom: Great Britain,NCBI,,Deep sequencing reveals the mitochondrial DNA variation landscapes of breast-to-brain metastasis blood samples.,McGeehan RE,28712340.0,07-2018
MF317874.1,,United Kingdom: Great Britain,NCBI,,Deep sequencing reveals the mitochondrial DNA variation landscapes of breast-to-brain metastasis blood samples.,McGeehan RE,28712340.0,07-2018
MF317875.1,,United Kingdom: Great Britain,NCBI,,Deep sequencing reveals the mitochondrial DNA variation landscapes of breast-to-brain metastasis blood samples.,McGeehan RE,28712340.0,07-2018
MF317876.1,,United Kingdom: Great Britain,NCBI,,Deep sequencing reveals the mitochondrial DNA variation landscapes of breast-to-brain metastasis blood samples.,McGeehan RE,28712340.0,07-2018
MF317877.1,,United Kingdom: Great Britain,NCBI,,Deep sequencing reveals the mitochondrial DNA variation landscapes of breast-to-brain metastasis blood samples.,McGeehan RE,28712340.0,07-2018
MF318873.1,,England: Yorkshire,NCBI,,Direct Submission,"Greenspan, B.",,06-2017
MF318876.1,,"USA: Niagara, WI",NCBI,,Direct Submission,"Greenspan, B.",,06-2017
MF318885.1,,USA: NC,NCBI,,Direct Submission,"Greenspan, B.",,06-2017
MF322514.1,,Sweden: Simrishamn,NCBI,,Direct Submission,"Greenspan, B.",,06-2017
MF322515.1,,Finland: Turku,NCBI,,Direct Submission,"Greenspan, B.",,06-2017
MF322516.1,,Ireland: Cork,NCBI,,Direct Submission,"Greenspan, B.",,06-2017
MF322521.1,,Sweden: Blekinge,NCBI,,Direct Submission,"Greenspan, B.",,06-2017
MF327713.1,,Sweden: Gothenburg,NCBI,,Direct Submission,"Greenspan, B.",,06-2017
MF327714.1,,Sweden: G o Bohuslan,NCBI,,Direct Submission,"Greenspan, B.",,06-2017
MF348241.1,Illumina,Argentina,NCBI,CASAVA v. 1.8.2; Bowtie2 v. 2.1.0; SAMtools v. 0.1.18,"Primer genoma mitocondrial en restos humanos de la costa de Santa Cruz, Argentina","Motti, J.M.B.",,
MF352009.1,,Sverige:Ostersund,NCBI,,Direct Submission,"Greenspan, B.",,06-2017
MF356207.1,,Norway: Tana,NCBI,,Direct Submission,"Greenspan, B.",,06-2017
MF356230.1,,Finland,NCBI,,Direct Submission,"Greenspan, B.",,05-2017
MF362692.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362693.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362694.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362697.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362699.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362700.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362702.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362703.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362704.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362705.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362707.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362708.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362709.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362710.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362712.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
